program_administrator,fuel_type_funding_source,portfolio,primary_end_use_sector,program_name,nys_clean_heat,new_efficiency_new_york,lmi_market_rate,active_inactive,year,reporting_period,expenditures,reductions,participants
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2022,2022 Q3,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2022,2022 Q4,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2023,2023 Q1,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2023,2023 Q2,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2023,2023 Q3,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2023,2023 Q4,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2024,2024 Q1,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2024,2024 Q2,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2024,2024 Q3,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2024,2024 Q4,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2025,2025 Q1,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2025,2025 Q2,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2025,2025 Q3,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2025,2025 Q4,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2026,2026 Q1,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2026,2026 Q2,0,0,0
NYSERDA,Electric,CEF: Market Development,Commercial,Commercial New Construction Transition,No,Yes,Market Rate,Inactive,2026,2026 Q3,0,0,0
